invoice_id,invoice_number,vendor_id,invoice_date,po_id,subtotal,gst_rate,gst_amount,total_amount,bank_account,approver_employee_id,payment_status,is_fraud,fraud_type
INV00445,V007/2025/00445,V007,2025-09-10,,257030.0,18,46265.4,303295.4,100000055433,E001,Paid,0,none
INV00446,V018/2025/00446,V018,2025-10-20,PO00268,4558623.35,12,547034.8,5105658.15,100000142542,E011,Paid,1,amount_anomaly
INV00447,V027/2025/00447,V027,2025-02-21,PO00310,216669.7,5,10833.48,227503.18,100000213813,E003,Paid,0,none
INV00448,V003/2026/00448,V003,2026-01-14,PO00261,171692.77,5,8584.64,180277.41,100000023757,E016,Rejected,0,none
INV00449,V028/2025/00449,V028,2025-02-19,PO00190,257388.48,18,46329.93,303718.41,100000221732,E009,Pending,0,none
INV00450,V026/2025/00450,V026,2025-05-28,PO00293,435029.66,12,52203.56,487233.22,100000205894,E010,Pending,0,none
INV00451,V006/2025/00451,V006,2025-06-28,PO00399,285618.81,5,14280.94,299899.75,100000047514,E008,Paid,0,none
INV00452,V016/2025/00452,V016,2025-07-01,PO00070,43858.9,5,2192.94,46051.84,100000126704,E004,Paid,1,po_overbilling
INV00453,V014/2026/00453,V014,2026-03-20,PO00090,315595.64,28,88366.78,403962.42,100000110866,E014,Paid,0,none
INV00454,V024/2025/00454,V024,2025-01-18,PO00413,121014.72,28,33884.12,154898.84,100000190056,E018,Paid,0,none
INV00455,V007/2025/00455,V007,2025-06-10,PO00437,325590.91,18,58606.36,384197.27,100000055433,E010,Rejected,0,none
INV00456,V011/2025/00456,V011,2025-12-23,PO00477,414663.3,28,116105.72,530769.02,100000087109,E004,Paid,0,none
INV00457,V026/2025/00457,V026,2025-03-09,PO00152,334811.01,12,40177.32,374988.33,100000205894,E012,Paid,0,none
INV00458,V010/2025/00458,V010,2025-03-14,,94279.12,5,4713.96,98993.08,100000079190,E008,Paid,1,threshold_avoidance
INV00459,V001/2025/00459,V001,2025-07-14,PO00158,57747.05,12,6929.65,64676.7,100000007919,E004,Paid,0,none
INV00460,V016/2025/00460,V016,2025-09-01,PO00129,331997.29,5,16599.86,348597.15,100000126704,E011,Pending,0,none
INV00461,V015/2025/00461,V015,2025-12-22,PO00212,363454.5,12,43614.54,407069.04,100000118785,E019,Pending,0,none
INV00462,V017/2026/00462,V017,2026-05-21,PO00456,86258.21,28,24152.3,110410.51,100000134623,E019,Rejected,0,none
INV00463,V012/2025/00463,V012,2025-05-09,PO00432,105563.52,18,19001.43,124564.95,100000095028,E014,Paid,0,none
INV00464,V030/2025/00464,V030,2025-02-10,PO00021,215503.42,5,10775.17,226278.59,100000237570,E018,Pending,0,none
INV00465,V026/2025/00465,V026,2025-10-10,,426273.05,12,51152.77,477425.82,100000205894,E002,Paid,0,none
INV00466,V026/2026/00466,V026,2026-03-11,PO00293,352225.1,12,42267.01,394492.11,100000205894,E017,Pending,0,none
INV00467,V022/2026/00467,V022,2026-02-27,PO00006,468636.46,28,131218.21,599854.67,100000174218,E003,Paid,1,po_overbilling
INV00468,V020/2025/00468,V020,2025-05-05,,176997.0,5,8849.85,185846.85,100000158380,E013,Paid,1,po_overbilling
INV00469,V002/2025/00469,V002,2025-06-01,PO00345,200935.45,28,56261.93,257197.38,100000015838,E018,Pending,0,none
INV00470,V026/2025/00470,V026,2025-03-24,PO00330,466132.35,12,55935.88,522068.23,100000205894,E007,Paid,0,none
INV00471,V021/2025/00471,V021,2025-08-17,PO00131,78054.4,28,21855.23,99909.63,100000166299,E019,Paid,0,none
INV00472,V025/2025/00472,V025,2025-05-13,PO00428,539317.22,12,64718.07,604035.29,100000197975,E009,Paid,0,none
INV00473,V014/2025/00473,V014,2025-08-24,PO00418,98025.66,28,27447.18,125472.84,100000110866,E007,Paid,0,none
INV00474,V001/2025/00474,V001,2025-01-22,,43030.45,12,5163.65,48194.1,100000007919,E001,Pending,0,none
INV00475,V001/2026/00475,V001,2026-01-10,,61636.15,12,7396.34,69032.49,100000007919,E014,Pending,0,none
INV00476,V023/2025/00476,V023,2025-10-27,PO00083,57096.3,18,10277.33,67373.63,100000182137,E017,Paid,0,none
INV00477,V020/2025/00477,V020,2025-06-08,PO00112,141948.84,5,7097.44,149046.28,100000158380,E016,Paid,0,none
INV00478,V029/2025/00478,V029,2025-08-30,PO00176,225210.76,12,27025.29,252236.05,100000229651,E006,Paid,0,none
INV00479,V022/2025/00479,V022,2025-02-19,PO00125,208010.55,28,58242.95,266253.5,100000174218,E016,Paid,0,none
INV00480,V024/2026/00480,V024,2026-06-02,PO00201,179165.53,28,50166.35,229331.88,100000190056,E016,Paid,0,none
INV00481,V015/2025/00481,V015,2025-07-20,,259347.49,12,31121.7,290469.19,100000118785,E009,Paid,0,none
INV00482,V017/2026/00482,V017,2026-05-14,PO00110,91781.3,28,25698.77,117480.07,100000134623,E004,Paid,0,none
INV00483,V003/2026/00483,V003,2026-04-29,PO00240,295722.58,5,14786.13,310508.71,100000023757,E017,Paid,0,none
INV00484,V017/2026/00484,V017,2026-02-04,PO00395,81726.76,28,22883.49,104610.25,100000134623,E007,Paid,0,none
INV00485,V030/2026/00485,V030,2026-05-27,PO00258,186291.04,5,9314.55,195605.59,100000237570,E001,Paid,0,none
INV00486,V026/2026/00486,V026,2026-01-19,PO00019,394906.65,12,47388.8,442295.45,100000205894,E005,Paid,0,none
INV00487,V028/2026/00487,V028,2026-06-03,PO00379,262182.54,18,47192.86,309375.4,100000221732,E009,Paid,0,none
INV00488,V018/2025/00488,V018,2025-10-31,,1196372.15,12,143564.66,1339936.81,100000142542,E001,Paid,0,none
INV00489,V014/2025/00489,V014,2025-10-05,,285240.22,28,79867.26,365107.48,100000110866,E006,Pending,0,none
INV00490,V029/2026/00490,V029,2026-05-07,PO00103,295497.16,12,35459.66,330956.82,100000229651,E009,Rejected,0,none
INV00491,V009/2025/00435,V003,2026-03-10,,166864.62,12,20023.75,186888.37,100000023757,E011,Paid,1,duplicate
INV00492,V023/2025/00492,V023,2025-07-23,PO00445,2045282.82,18,368150.91,2413433.73,100000182137,E012,Paid,1,threshold_avoidance
INV00493,V012/2026/00493,V012,2026-06-02,PO00202,92527.93,18,16655.03,109182.96,100000095028,E017,Paid,0,none
INV00494,V015/2025/00494,V015,2025-03-29,,560344.78,12,67241.37,627586.15,100000118785,E001,Paid,0,none
INV00495,V022/2026/00495,V022,2026-03-11,,257166.27,28,72006.56,329172.83,100000174218,E012,Paid,0,none
INV00496,V005/2026/00496,V005,2026-04-19,PO00285,73616.35,18,13250.94,86867.29,100000039595,E011,Paid,0,none
INV00497,V013/2026/00497,V013,2026-06-06,,638352.46,12,76602.29,714954.75,100000102947,E010,Paid,0,none
INV00498,V030/2025/00498,V030,2025-10-23,PO00265,220150.56,5,11007.53,231158.09,100000237570,E013,Rejected,0,none
INV00499,V002/2026/00499,V002,2026-05-18,PO00294,415979.41,28,116474.24,532453.65,100000015838,E016,Paid,0,none
INV00500,V015/2026/00500,V015,2026-01-16,,285912.79,12,34309.53,320222.32,100000118785,E011,Paid,0,none
INV00501,V009/2025/00501,V009,2025-06-21,PO00045,365008.45,12,43801.01,408809.46,100000071271,E020,Paid,0,none
INV00502,V025/2025/00502,V025,2025-06-14,PO00383,358054.29,12,42966.52,401020.81,100000197975,E005,Paid,0,none
INV00503,V027/2025/00503,V027,2025-05-31,,215302.22,5,10765.11,226067.33,100000213813,E009,Paid,0,none
INV00504,V010/2026/00504,V010,2026-02-03,PO00053,618446.62,5,30922.33,649368.95,100000079190,E015,Paid,0,none
INV00505,V019/2025/00505,V019,2025-11-12,,540536.46,28,151350.21,691886.67,100000150461,E009,Paid,0,none
INV00506,V022/2025/00506,V022,2025-09-17,PO00197,335760.45,28,94012.93,429773.38,100000174218,E003,Paid,0,none
INV00507,V002/2025/00507,V002,2025-05-03,PO00455,206238.59,28,57746.81,263985.4,100000015838,E007,Paid,0,none
INV00508,V025/2026/00508,V025,2026-04-11,,331766.57,12,39811.99,371578.56,100000197975,E012,Pending,0,none
INV00509,V021/2025/00509,V021,2025-05-22,PO00431,103939.59,28,29103.08,133042.67,100000166299,E006,Paid,0,none
INV00510,V004/2025/00510,V004,2025-01-03,PO00475,59009.04,18,10621.63,69630.67,100000031676,E016,Paid,0,none
INV00511,V008/2025/00511,V008,2025-07-10,PO00370,230173.54,28,64448.59,294622.13,100000063352,E005,Paid,0,none
INV00512,V020/2025/00512,V020,2025-11-19,PO00078,146560.02,5,7328.0,153888.02,100000158380,E019,Pending,0,none
INV00513,V026/2025/00513,V026,2025-06-02,PO00368,535845.59,12,64301.47,600147.06,100000205894,E007,Paid,0,none
INV00514,V029/2026/00514,V029,2026-03-23,PO00342,302815.05,12,36337.81,339152.86,100000229651,E003,Rejected,0,none
INV00515,V007/2026/00515,V007,2026-05-05,PO00348,298381.49,18,53708.67,352090.16,100000055433,E014,Paid,0,none
INV00516,V020/2025/00516,V020,2025-11-17,PO00052,190901.18,18,34362.21,225263.39,100000158380,E011,Pending,1,gst_mismatch
INV00517,V018/2025/00517,V018,2025-02-09,PO00347,617940.4,12,74152.85,692093.25,100000142542,E017,Paid,0,none
INV00518,V007/2025/00518,V007,2025-01-17,PO00114,293040.42,18,52747.28,345787.7,100000055433,E015,Paid,1,po_overbilling
INV00519,V009/2025/00519,V009,2025-05-07,,435871.86,12,52304.62,488176.48,100000071271,E008,Paid,0,none
INV00520,V012/2025/00520,V012,2025-04-23,PO00243,132638.53,18,23874.94,156513.47,100000095028,E019,Pending,0,none
INV00521,V027/2025/00521,V027,2025-09-26,PO00217,192903.51,5,9645.18,202548.69,100000213813,E002,Pending,0,none
INV00522,V005/2026/00522,V005,2026-05-01,PO00037,128819.22,18,23187.46,152006.68,100000039595,E019,Paid,0,none
INV00523,V008/2025/00523,V008,2025-07-01,PO00473,375984.16,28,105275.56,481259.72,100000063352,E009,Paid,0,none
INV00524,V007/2025/00524,V007,2025-07-12,PO00488,261717.85,18,47109.21,308827.06,100000055433,E018,Paid,0,none
INV00525,V028/2026/00525,V028,2026-02-24,PO00073,418972.88,18,75415.12,494388.0,100000221732,E016,Paid,0,none
INV00526,V027/2025/00526,V027,2025-01-29,PO00283,473424.78,5,23671.24,497096.02,100000213813,E018,Rejected,0,none
INV00527,V022/2025/00527,V022,2025-02-18,PO00415,502057.57,28,140576.12,642633.69,100000174218,E010,Paid,0,none
INV00528,V006/2025/00528,V006,2025-11-26,PO00465,281912.99,5,14095.65,296008.64,100000047514,E013,Pending,0,none
INV00529,V019/2026/00529,V019,2026-02-26,PO00358,426835.38,28,119513.91,546349.29,100000150461,E002,Paid,0,none
INV00530,V017/2025/00530,V017,2025-01-26,PO00369,58467.72,28,16370.96,74838.68,100000134623,E012,Paid,0,none
INV00531,V003/2025/00531,V003,2025-08-14,PO00303,350057.67,5,17502.88,367560.55,100000023757,E005,Paid,0,none
INV00532,V018/2025/00532,V018,2025-06-27,PO00268,501141.41,12,60136.97,561278.38,100000142542,E014,Paid,0,none
INV00533,V022/2025/00533,V022,2025-04-09,PO00417,726012.3,28,203283.44,929295.74,100000174218,E018,Paid,0,none
INV00534,V023/2026/00534,V023,2026-03-22,,71408.53,18,12853.53,84262.06,100000182137,E018,Paid,0,none
INV00535,V018/2025/00535,V018,2025-03-30,,420727.35,12,50487.28,471214.63,100000142542,E010,Pending,0,none
INV00536,V020/2026/00536,V020,2026-03-15,,170011.95,5,8500.6,178512.55,100000158380,E015,Paid,0,none
INV00537,V017/2025/00537,V017,2025-02-23,,54821.74,28,15350.09,70171.83,100000134623,E015,Paid,0,none
INV00538,V023/2025/00538,V023,2025-11-06,,49902.38,18,8982.43,58884.81,100000182137,E014,Pending,0,none
INV00539,V015/2026/00539,V015,2026-05-29,PO00472,382940.75,12,45952.89,428893.64,100000118785,E015,Paid,0,none
INV00540,V024/2026/00540,V024,2026-04-04,PO00132,218175.54,28,61089.15,279264.69,100000190056,E001,Paid,0,none
INV00541,V007/2026/00541,V007,2026-04-06,PO00114,260498.17,18,46889.67,307387.84,100000055433,E006,Pending,1,po_overbilling
INV00542,V027/2025/00542,V027,2025-08-30,PO00217,198517.6,5,9925.88,208443.48,100000213813,E016,Paid,0,none
INV00543,V015/2025/00543,V015,2025-06-01,PO00275,341583.84,12,40990.06,382573.9,100000118785,E006,Pending,0,none
INV00544,V009/2025/00544,V009,2025-06-24,PO00032,536267.52,5,26813.38,563080.9,100000071271,E010,Paid,1,gst_mismatch
INV00545,V013/2026/00545,V013,2026-03-22,PO00404,317472.5,12,38096.7,355569.2,100000102947,E016,Paid,0,none
INV00546,V016/2026/00546,V016,2026-05-18,PO00207,165466.61,5,8273.33,173739.94,100000126704,E014,Paid,0,none
INV00547,V015/2025/00547,V015,2025-07-10,PO00044,455688.0,12,54682.56,510370.56,100000118785,E016,Paid,0,none
INV00548,V015/2026/00548,V015,2026-05-30,,178832.32,12,21459.88,200292.2,100000118785,E003,Paid,0,none
INV00549,V013/2025/00549,V013,2025-07-10,,273230.02,12,32787.6,306017.62,100000102947,E005,Rejected,0,none
INV00550,V016/2025/00550,V016,2025-07-06,PO00100,184375.26,5,9218.76,193594.02,100000126704,E019,Paid,0,none
INV00551,V001/2026/00551,V001,2026-03-19,PO00423,83053.67,12,9966.44,93020.11,100000007919,E001,Pending,0,none
INV00552,V005/2026/00552,V005,2026-02-21,PO00285,20759.89,18,3736.78,24496.67,100000039595,E010,Pending,1,po_overbilling
INV00553,V003/2025/00553,V003,2025-09-29,PO00375,269554.3,5,13477.72,283032.02,100000023757,E007,Paid,0,none
INV00554,V006/2025/00554,V006,2025-12-03,,351003.16,5,17550.16,368553.32,100000047514,E016,Pending,0,none
INV00555,V026/2026/00555,V026,2026-04-16,PO00061,418080.6,12,50169.67,468250.27,100000205894,E003,Paid,0,none
INV00556,V017/2025/00556,V017,2025-08-17,PO00257,53152.61,28,14882.73,68035.34,100000134623,E020,Paid,0,none
INV00557,V019/2025/00557,V019,2025-08-12,PO00358,370126.59,28,103635.44,473762.03,100000150461,E016,Paid,0,none
INV00558,V019/2025/00558,V019,2025-10-19,PO00434,366533.07,28,102629.26,469162.33,100000150461,E008,Paid,0,none
INV00559,V020/2025/00559,V020,2025-11-25,PO00233,416836.65,5,20841.83,437678.48,100000158380,E013,Paid,0,none
INV00560,V015/2025/00560,V015,2025-06-05,PO00209,440993.73,12,52919.25,493912.98,100000118785,E006,Paid,1,threshold_avoidance
INV00561,V014/2025/00561,V014,2025-07-11,PO00418,199608.29,28,55890.32,255498.61,100000110866,E006,Paid,0,none
INV00562,V021/2026/00562,V021,2026-05-29,PO00203,96526.37,28,27027.38,123553.75,100000166299,E001,Paid,0,none
INV00563,V016/2025/00563,V016,2025-02-09,PO00059,311722.84,5,15586.14,327308.98,100000126704,E005,Paid,0,none
INV00564,V009/2025/00564,V009,2025-07-29,PO00299,404767.09,12,48572.05,453339.14,100000071271,E017,Paid,0,none
INV00565,V005/2025/00565,V005,2025-12-26,PO00096,47834.53,18,8610.22,56444.75,100000039595,E009,Paid,1,po_overbilling
INV00566,V022/2025/00566,V022,2025-07-03,PO00125,257782.55,28,72179.11,329961.66,100000174218,E001,Pending,0,none
INV00567,V001/2025/00567,V001,2025-03-30,PO00213,76849.11,12,9221.89,86071.0,100000007919,E006,Pending,0,none
INV00568,V019/2025/00568,V019,2025-03-01,,819524.73,28,229466.92,1048991.65,100000150461,E004,Pending,0,none
INV00569,V007/2025/00569,V007,2025-03-25,PO00412,315147.13,18,56726.48,371873.61,100000055433,E001,Paid,0,none
INV00570,V029/2026/00570,V029,2026-05-05,PO00264,366473.26,12,43976.79,410450.05,100000229651,E011,Paid,0,none
INV00571,V007/2025/00571,V007,2025-11-06,,258822.35,18,46588.02,305410.37,100000055433,E001,Paid,0,none
INV00572,V030/2025/00572,V030,2025-03-18,PO00159,290936.28,5,14546.81,305483.09,100000237570,E011,Paid,0,none
INV00573,V026/2026/00573,V026,2026-05-24,PO00214,288471.59,12,34616.59,323088.18,100000205894,E019,Paid,0,none
INV00574,V019/2025/00574,V019,2025-04-13,,475162.1,28,133045.39,608207.49,100000150461,E011,Paid,0,none
INV00575,V008/2025/00575,V008,2025-02-26,,315368.57,28,88303.2,403671.77,100000063352,E011,Paid,0,none
INV00576,V012/2025/00576,V012,2025-10-20,PO00365,192874.17,18,34717.35,227591.52,100000095028,E011,Pending,0,none
INV00577,V025/2025/00577,V025,2025-06-01,PO00405,322339.34,12,38680.72,361020.06,100000197975,E018,Paid,0,none
INV00578,V012/2025/00578,V012,2025-10-19,PO00219,121118.41,18,21801.31,142919.72,100000095028,E019,Pending,0,none
INV00579,V026/2025/00579,V026,2025-04-04,PO00286,362662.99,12,43519.56,406182.55,100000205894,E018,Paid,0,none
INV00580,V011/2025/00580,V011,2025-10-15,PO00187,321578.37,28,90041.94,411620.31,100000087109,E005,Paid,0,none
INV00581,V020/2026/00581,V020,2026-02-28,PO00485,151718.34,5,7585.92,159304.26,100000158380,E011,Paid,0,none
INV00582,V018/2025/00582,V018,2025-05-21,PO00182,197360.2,12,23683.22,221043.42,100000142542,E002,Paid,0,none
INV00583,V024/2025/00583,V024,2025-07-12,PO00041,291105.29,28,81509.48,372614.77,100000190056,E002,Rejected,0,none
INV00584,V003/2025/00584,V003,2025-04-06,PO00359,2358693.12,5,117934.66,2476627.78,100000023757,E017,Rejected,1,threshold_avoidance
INV00585,V026/2025/00585,V026,2025-03-03,,252289.97,12,30274.8,282564.77,100000205894,E006,Paid,0,none
INV00586,V013/2025/00586,V013,2025-02-06,,217351.27,12,26082.15,243433.42,100000102947,E003,Paid,0,none
INV00587,V021/2025/00587,V021,2025-02-01,PO00072,126015.84,28,35284.44,161300.28,100000166299,E003,Paid,0,none
INV00588,V012/2025/00588,V012,2025-05-27,PO00447,73094.04,18,13156.93,86250.97,100000095028,E020,Pending,0,none
INV00589,V020/2025/00589,V020,2025-04-11,,174975.21,5,8748.76,183723.97,100000158380,E004,Paid,0,none
INV00590,V013/2025/00590,V013,2025-10-07,PO00380,648294.86,12,77795.38,726090.24,100000102947,E020,Paid,0,none
INV00591,V028/2025/00591,V028,2025-12-16,PO00001,185464.33,18,33383.58,218847.91,100062116571,E002,Paid,1,bank_account_change
INV00592,V005/2025/00592,V005,2025-08-24,PO00377,78875.1,18,14197.52,93072.62,100000039595,E012,Paid,0,none
INV00593,V007/2025/00593,V007,2025-08-21,,214019.95,18,38523.59,252543.54,100000055433,E002,Paid,0,none
INV00594,V007/2026/00594,V007,2026-06-09,PO00412,419016.31,18,75422.94,494439.25,100000055433,E018,Paid,0,none
INV00595,V001/2025/00595,V001,2025-05-10,PO00262,38251.26,12,4590.15,42841.41,100000007919,E005,Paid,0,none
INV00596,V001/2025/00596,V001,2025-04-07,PO00388,46821.65,12,5618.6,52440.25,100000007919,E003,Paid,0,none
INV00597,V013/2025/00597,V013,2025-06-11,PO00404,249605.6,12,29952.67,279558.27,100000102947,E005,Paid,0,none
INV00598,V017/2025/00598,V017,2025-03-28,PO00456,54747.23,28,15329.22,70076.45,100000134623,E009,Paid,0,none
INV00599,V006/2025/00599,V006,2025-10-22,PO00319,187070.1,5,9353.51,196423.61,100000047514,E019,Pending,0,none
INV00600,V002/2025/00600,V002,2025-08-31,PO00194,442925.89,28,124019.25,566945.14,100000015838,E017,Paid,0,none
INV00601,V030/2025/00601,V030,2025-08-11,,492505.08,5,24625.25,517130.33,100000237570,E004,Paid,0,none
INV00602,V010/2025/00602,V010,2025-12-15,PO00309,455993.13,5,22799.66,478792.79,100000079190,E009,Pending,0,none
INV00603,V012/2025/00603,V012,2025-04-07,PO00341,116306.45,18,20935.16,137241.61,100000095028,E011,Paid,0,none
INV00604,V011/2025/00604,V011,2025-07-30,,335944.5,28,94064.46,430008.96,100000087109,E002,Paid,0,none
INV00605,V002/2026/00605,V002,2026-04-24,PO00216,329464.08,28,92249.94,421714.02,100000015838,E017,Paid,0,none
INV00606,V014/2025/00606,V014,2025-09-15,PO00163,211196.02,28,59134.88,270330.9,100000110866,E016,Paid,0,none
INV00607,V011/2025/00607,V011,2025-02-14,PO00049,201327.57,28,56371.72,257699.29,100000087109,E008,Paid,0,none
INV00608,V022/2025/00608,V022,2025-08-28,,565755.95,28,158411.67,724167.62,100000174218,E010,Paid,0,none
INV00609,V010/2025/00609,V010,2025-03-05,,319896.63,5,15994.83,335891.46,100000079190,E020,Paid,0,none
INV00610,V012/2025/00610,V012,2025-03-28,PO00373,77770.55,18,13998.7,91769.25,100000095028,E016,Paid,0,none
INV00611,V020/2026/00611,V020,2026-01-30,PO00078,123826.57,5,6191.33,130017.9,100000158380,E006,Paid,0,none
INV00612,V022/2026/00336,V021,2025-12-13,PO00489,410285.16,28,114879.84,525165.0,100000166299,E009,Pending,1,duplicate
INV00613,V025/2025/00613,V025,2025-08-22,PO00235,215000.99,12,25800.12,240801.11,100000197975,E009,Paid,0,none
INV00614,V020/2025/00614,V020,2025-07-17,PO00233,182504.31,5,9125.22,191629.53,100000158380,E004,Paid,0,none
INV00615,V015/2026/00615,V015,2026-04-17,PO00275,2156773.87,12,258812.86,2415586.73,100000118785,E011,Paid,1,threshold_avoidance
INV00616,V028/2025/00616,V028,2025-02-24,,239904.47,18,43182.8,283087.27,100000221732,E010,Paid,0,none
INV00617,V005/2025/00617,V005,2025-04-18,PO00376,132814.58,18,23906.62,156721.2,100000039595,E005,Paid,0,none
INV00618,V010/2026/00618,V010,2026-04-30,PO00306,379229.21,5,18961.46,398190.67,100000079190,E011,Paid,0,none
INV00619,V015/2025/00619,V015,2025-06-17,PO00218,310756.44,12,37290.77,348047.21,100000118785,E007,Paid,0,none
INV00620,V028/2026/00620,V028,2026-05-05,PO00422,251307.91,18,45235.42,296543.33,100000221732,E012,Pending,0,none
INV00621,V027/2025/00621,V027,2025-11-23,PO00478,211858.32,5,10592.92,222451.24,100000213813,E016,Paid,0,none
INV00622,V016/2026/00622,V016,2026-04-08,PO00048,175167.58,5,8758.38,183925.96,100000126704,E008,Paid,0,none
INV00623,V017/2025/00623,V017,2025-11-15,,73656.95,28,20623.95,94280.9,100000134623,E016,Paid,0,none
INV00624,V027/2025/00624,V027,2025-10-05,,243658.54,5,12182.93,255841.47,100000213813,E001,Paid,0,none
INV00625,V020/2026/00625,V020,2026-02-23,PO00186,122754.32,5,6137.72,128892.04,100000158380,E015,Pending,0,none
INV00626,V019/2025/00626,V019,2025-01-11,,427965.58,28,119830.36,547795.94,100000150461,E007,Paid,0,none
INV00627,V006/2025/00627,V006,2025-12-06,PO00210,225627.37,5,11281.37,236908.74,100000047514,E016,Paid,0,none
INV00628,V012/2025/00628,V012,2025-09-11,PO00498,107898.51,18,19421.73,127320.24,100000095028,E011,Paid,0,none
INV00629,V024/2025/00629,V024,2025-02-11,PO00281,320484.43,28,89735.64,410220.07,100000190056,E009,Paid,0,none
INV00630,V013/2025/00630,V013,2025-01-04,PO00457,431712.09,12,51805.45,483517.54,100000102947,E002,Paid,0,none
INV00631,V007/2025/00631,V007,2025-12-22,,433066.64,18,77952.0,511018.64,100000055433,E005,Paid,0,none
INV00632,V016/2025/00632,V016,2025-12-08,PO00070,110055.15,5,5502.76,115557.91,100000126704,E004,Paid,0,none
INV00633,V012/2025/00633,V012,2025-12-08,PO00373,72994.62,18,13139.03,86133.65,100000095028,E011,Paid,0,none
INV00634,V014/2025/00634,V014,2025-06-07,PO00024,188195.04,28,52694.61,240889.65,100000110866,E006,Paid,0,none
INV00635,V017/2026/00635,V017,2026-05-15,PO00130,60398.59,28,16911.61,77310.2,100000134623,E020,Paid,0,none
INV00636,V020/2026/00636,V020,2026-01-10,,85808.09,5,4290.4,90098.49,100000158380,E018,Pending,0,none
INV00637,V020/2026/00637,V020,2026-05-05,PO00499,825245.48,5,41262.27,866507.75,100000158380,E003,Paid,1,amount_anomaly
INV00638,V005/2025/00638,V005,2025-10-23,PO00270,160692.18,18,28924.59,189616.77,100000039595,E020,Paid,0,none
INV00639,V028/2025/00639,V028,2025-02-22,PO00205,199118.42,18,35841.32,234959.74,100000221732,E003,Rejected,0,none
INV00640,V027/2026/00640,V027,2026-03-08,PO00310,84861.41,5,4243.07,89104.48,100000213813,E002,Paid,0,none
INV00641,V028/2025/00641,V028,2025-05-04,PO00205,317895.71,18,57221.23,375116.94,100000221732,E016,Rejected,0,none
INV00642,V006/2026/00642,V006,2026-01-10,PO00482,128699.36,5,6434.97,135134.33,100000047514,E016,Paid,1,po_overbilling
INV00643,V003/2025/00643,V003,2025-02-14,,298110.43,5,14905.52,313015.95,100000023757,E004,Paid,0,none
INV00644,V021/2025/00644,V021,2025-04-08,PO00177,100335.69,28,28093.99,128429.68,100000166299,E010,Paid,0,none
INV00645,V025/2025/00645,V025,2025-10-30,PO00108,495401.5,12,59448.18,554849.68,100000197975,E005,Rejected,0,none
INV00646,V027/2025/00646,V027,2025-05-17,PO00229,136873.94,5,6843.7,143717.64,100000213813,E009,Paid,0,none
INV00647,V012/2026/00647,V012,2026-01-14,PO00243,124310.2,18,22375.84,146686.04,100000095028,E016,Rejected,0,none
INV00648,V003/2025/00648,V003,2025-10-15,,254890.36,5,12744.52,267634.88,100000023757,E010,Rejected,0,none
INV00649,V005/2025/00649,V005,2025-09-04,PO00356,242582.42,18,43664.84,286247.26,100000039595,E010,Paid,0,none
INV00650,V016/2025/00650,V016,2025-01-12,,397585.88,5,19879.29,417465.17,100000126704,E007,Paid,0,none
INV00651,V009/2025/00651,V009,2025-03-23,,429047.69,12,51485.72,480533.41,100000071271,E003,Paid,1,threshold_avoidance
INV00652,V006/2025/00652,V006,2025-09-06,PO00399,172824.16,5,8641.21,181465.37,100000047514,E012,Paid,0,none
INV00653,V022/2025/00653,V022,2025-08-21,PO00417,240247.81,28,67269.39,307517.2,100000174218,E018,Pending,0,none
INV00654,V009/2025/00654,V009,2025-08-15,,389721.43,12,46766.57,436488.0,100000071271,E007,Paid,0,none
INV00655,V016/2025/00655,V016,2025-09-10,,184041.54,5,9202.08,193243.62,100000126704,E020,Paid,0,none
INV00656,V015/2025/00656,V015,2025-01-23,,319599.02,12,38351.88,357950.9,100000118785,E018,Paid,0,none
INV00657,V018/2026/00657,V018,2026-06-02,PO00220,272064.54,12,32647.74,304712.28,100000142542,E015,Pending,0,none
INV00658,V001/2026/00658,V001,2026-04-25,,77508.66,12,9301.04,86809.7,100000007919,E001,Rejected,0,none
INV00659,V018/2026/00659,V018,2026-04-28,PO00095,595660.25,5,29783.01,625443.26,100000142542,E020,Paid,1,gst_mismatch
INV00660,V019/2025/00660,V019,2025-11-12,PO00435,322118.82,28,90193.27,412312.09,100000150461,E016,Paid,0,none
INV00661,V006/2026/00661,V006,2026-06-18,PO00482,207237.67,5,10361.88,217599.55,100000047514,E012,Paid,0,none
INV00662,V016/2026/00662,V016,2026-06-18,PO00372,388648.66,5,19432.43,408081.09,100000126704,E004,Paid,0,none
INV00663,V012/2025/00663,V012,2025-04-07,PO00432,99055.24,18,17829.94,116885.18,100000095028,E012,Paid,0,none
INV00664,V011/2026/00664,V011,2026-03-03,,250713.37,5,12535.67,263249.04,100000087109,E018,Paid,1,gst_mismatch
INV00665,V014/2025/00665,V014,2025-08-26,,255455.39,28,71527.51,326982.9,100000110866,E013,Pending,0,none
INV00666,V014/2025/00052A,V029,2026-03-17,PO00139,215133.46,12,25816.02,240949.48,100000229651,E012,Paid,1,near_duplicate
INV00667,V025/2026/00667,V025,2026-04-22,PO00438,398771.43,12,47852.57,446624.0,100000197975,E005,Paid,0,none
INV00668,V004/2025/00054A,V017,2026-05-08,,80169.58,28,22447.48,102617.06,100000134623,E005,Paid,1,near_duplicate
INV00669,V027/2025/00669,V027,2025-01-15,PO00263,465664.03,5,23283.2,488947.23,100000213813,E010,Paid,1,threshold_avoidance
